date	en_url	image	en_title	ru_title	ru_url	
1899-09-06	https://en.wikipedia.org/wiki/Open_Door_Policy		United States announces the Open Door Policy toward China	Провозглашение политики «открытых дверей» США в отношении Китая	https://ru.wikipedia.org/wiki/Политика_открытых_дверей
1899-10-11	https://en.wikipedia.org/wiki/Second_Boer_War		Second Boer War begins	Начало Второй англо-бурской войны	https://ru.wikipedia.org/wiki/Вторая_англо-бурская_война
1899-07-29	https://en.wikipedia.org/wiki/Hague_Conventions_of_1899_and_1907		Hague Conventions of 1899 signed	Подписание Гаагских конвенций 1899 года	https://ru.wikipedia.org/wiki/Гаагские_конвенции_и_декларации_(1899_и_1907)
1898-02-15	https://en.wikipedia.org/wiki/USS_Maine_(ACR-1)	https://upload.wikimedia.org/wikipedia/commons/8/82/USS_Maine_c1897_LOC_det_4a25824.jpg	Explosion of USS Maine in Havana Harbor	Взрыв броненосца «Мэн» в гавани Гаваны	https://ru.wikipedia.org/wiki/USS_Maine_(ACR-1)
1898-04-25	https://en.wikipedia.org/wiki/Spanish%E2%80%93American_War	https://upload.wikimedia.org/wikipedia/commons/c/c6/Surrender_of_Santiago_news_HD-SN-99-01963.JPEG	United States declares war on Spain	Начало Испано-американской войны	https://ru.wikipedia.org/wiki/Испано-американская_война
1898-05-01	https://en.wikipedia.org/wiki/Battle_of_Manila_Bay		Battle of Manila Bay	Битва в Манильской бухте	https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%B2%D0%B0_%D0%BF%D1%80%D0%B8_%D0%9A%D0%B0%D0%B2%D0%B8%D1%82%D0%B5
1898-12-10	https://en.wikipedia.org/wiki/Treaty_of_Paris_(1898)	https://upload.wikimedia.org/wikipedia/commons/5/5f/Jules_Cambon_signs_Treaty_of_Paris%2C_1899.JPG	Treaty of Paris ends the Spanish–American War	Парижский мирный договор завершает Испано-американскую войну	https://ru.wikipedia.org/wiki/Парижский_мирный_договор_(1898)
1898-08-12	https://en.wikipedia.org/wiki/Annexation_of_Hawaii	https://upload.wikimedia.org/wikipedia/commons/c/c9/Raising_the_American_Flag_Over_Iolani_Palace.jpg	United States annexes Hawaii	Аннексия Гавайев Соединёнными Штатами	https://ru.wikipedia.org/wiki/%D0%93%D0%B0%D0%B2%D0%B0%D0%B9%D0%B8
1897-06-22	https://en.wikipedia.org/wiki/Diamond_Jubilee_of_Queen_Victoria		Diamond Jubilee of Queen Victoria	Бриллиантовый юбилей королевы Виктории	https://ru.wikipedia.org/wiki/Бриллиантовый_юбилей_королевы_Виктории
1897-08-29	https://en.wikipedia.org/wiki/First_Zionist_Congress		First Zionist Congress held in Basel	Первый сионистский конгресс в Базеле	https://ru.wikipedia.org/wiki/Первый_сионистский_конгресс
1897-05-18	https://en.wikipedia.org/wiki/Dracula		Publication of the novel "Dracula" by Bram Stoker	Публикация романа «Дракула» Брэма Стокера	https://ru.wikipedia.org/wiki/Дракула_(роман)
1896-04-06	https://en.wikipedia.org/wiki/1896_Summer_Olympics		First modern Olympic Games open in Athens	Открытие первых современных Олимпийских игр в Афинах	https://ru.wikipedia.org/wiki/Летние_Олимпийские_игры_1896
1896-03-01	https://en.wikipedia.org/wiki/Battle_of_Adwa		Battle of Adwa	Битва при Адуа	https://ru.wikipedia.org/wiki/Битва_при_Адуа
1896-05-18	https://en.wikipedia.org/wiki/Plessy_v._Ferguson	https://upload.wikimedia.org/wikipedia/commons/0/0f/JudgeJMHarlan.jpg	U.S. Supreme Court decision in Plessy v. Ferguson	Решение Верховного суда США по делу «Плесси против Фергюсона»	https://ru.wikipedia.org/wiki/Плесси_против_Фергюсона
1895-04-17	https://en.wikipedia.org/wiki/Treaty_of_Shimonoseki		Treaty of Shimonoseki ends the First Sino-Japanese War	Симоносекский мирный договор завершает Японо-китайскую войну	https://ru.wikipedia.org/wiki/Симоносекский_договор
1895-12-28	https://en.wikipedia.org/wiki/History_of_film	https://upload.wikimedia.org/wikipedia/commons/7/74/Cin%C3%A9matographe_Lumi%C3%A8re_%281896%29_poster%2C_by_Henri_Brispot.jpg	First public film screening by the Lumière brothers	Первый публичный киносеанс братьев Люмьер	https://ru.wikipedia.org/wiki/Братья_Люмьер
1895-11-08	https://en.wikipedia.org/wiki/X-ray	https://upload.wikimedia.org/wikipedia/commons/f/fb/X-ray_by_Wilhelm_R%C3%B6ntgen_of_Albert_von_K%C3%B6lliker%27s_hand_-_18960123-02.jpg	Discovery of X-rays by Wilhelm Conrad Röntgen	Открытие рентгеновских лучей Вильгельмом Рентгеном	https://ru.wikipedia.org/wiki/Рентгеновское_излучение
1894-07-25	https://en.wikipedia.org/wiki/First_Sino-Japanese_War		First Sino-Japanese War begins	Начало Японо-китайской войны	https://ru.wikipedia.org/wiki/Японо-китайская_война_(1894—1895)
1894-06-23	https://en.wikipedia.org/wiki/International_Olympic_Committee	https://upload.wikimedia.org/wikipedia/commons/0/06/Pierre_de_Coubertin_Anefo.jpg	International Olympic Committee founded	Создание Кубертеном Международного олимпийского комитета	https://ru.wikipedia.org/wiki/Международный_олимпийский_комитет
1893-01-17	https://en.wikipedia.org/wiki/Overthrow_of_the_Hawaiian_Kingdom		Overthrow of the Hawaiian Kingdom	Свержение Гавайского королевства	https://ru.wikipedia.org/wiki/%D0%A1%D0%B2%D0%B5%D1%80%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_%D0%93%D0%B0%D0%B2%D0%B0%D0%B9%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_%D0%BA%D0%BE%D1%80%D0%BE%D0%BB%D0%B5%D0%B2%D1%81%D1%82%D0%B2%D0%B0
1893-05-01	https://en.wikipedia.org/wiki/World%27s_Columbian_Exposition		World's Columbian Exposition opens in Chicago	Открытие Всемирной колумбовой выставки в Чикаго	https://ru.wikipedia.org/wiki/%D0%92%D1%81%D0%B5%D0%BC%D0%B8%D1%80%D0%BD%D0%B0%D1%8F_%D0%B2%D1%8B%D1%81%D1%82%D0%B0%D0%B2%D0%BA%D0%B0_(1893)
1893-09-19	https://en.wikipedia.org/wiki/Women%27s_suffrage_in_New_Zealand		New Zealand grants women the right to vote	Новая Зеландия предоставляет женщинам право голоса	https://ru.wikipedia.org/wiki/Женское_избирательное_право_в_Новой_Зеландии
1892-05-05	https://en.wikipedia.org/wiki/Homestead_strike		Homestead Strike begins in the United States	Хомстедская стачка в США	https://ru.wikipedia.org/wiki/%D0%93%D0%BE%D0%BC%D1%81%D1%82%D0%B5%D0%B4%D1%81%D0%BA%D0%B0%D1%8F_%D1%81%D1%82%D0%B0%D1%87%D0%BA%D0%B0
1892-07-06	https://en.wikipedia.org/wiki/Dadabhai_Naoroji		Dadabhai Naoroji elected to the British Parliament	Дадабхай Наороджи избран в британский парламент	https://ru.wikipedia.org/wiki/Наороджи,_Дадабхай
1892-12-06	https://en.wikipedia.org/wiki/The_Nutcracker		Premiere of the ballet "The Nutcracker"	Премьера балета «Щелкунчик»	https://ru.wikipedia.org/wiki/Щелкунчик
