date	url	image	title	lang
1999-03-12	https://en.wikipedia.org/wiki/Enlargement_of_NATO	https://upload.wikimedia.org/wikipedia/commons/4/45/History_of_NATO_enlargement.svg	Вступление Польши, Чехии и Венгрии в НАТО	ru	https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D1%88%D0%B8%D1%80%D0%B5%D0%BD%D0%B8%D0%B5_%D0%9D%D0%90%D0%A2%D0%9E
1999-03-24	https://en.wikipedia.org/wiki/NATO_bombing_of_Yugoslavia		Начало бомбардировок Югославии силами НАТО	ru	https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%BC%D0%B1%D0%B0%D1%80%D0%B4%D0%B8%D1%80%D0%BE%D0%B2%D0%BA%D0%B8_%D0%AE%D0%B3%D0%BE%D1%81%D0%BB%D0%B0%D0%B2%D0%B8%D0%B8_(1999)
1999-08-07	https://en.wikipedia.org/wiki/Second_Chechen_War	https://upload.wikimedia.org/wikipedia/commons/7/7b/RUSSIAN_TANKS_ENTER_THE_KOMSOMOLSKOYE_VILLAGE.jpg	Начало Второй чеченской войны	ru	https://ru.wikipedia.org/wiki/%D0%92%D1%82%D0%BE%D1%80%D0%B0%D1%8F_%D1%87%D0%B5%D1%87%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
1999-08-09	https://en.wikipedia.org/wiki/Vladimir_Putin	https://upload.wikimedia.org/wikipedia/commons/d/dd/Vladimir_Putin_official_portrait_%28cropped_3%29.jpg	Назначение Владимира Путина председателем Правительства России	ru	https://ru.wikipedia.org/wiki/%D0%9F%D1%83%D1%82%D0%B8%D0%BD%2C_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80_%D0%92%D0%BB%D0%B0%D0%B4%D0%B8%D0%BC%D0%B8%D1%80%D0%BE%D0%B2%D0%B8%D1%87
1999-12-31	https://en.wikipedia.org/wiki/Boris_Yeltsin		Борис Ельцин подаёт в отставку	ru	https://ru.wikipedia.org/wiki/%D0%95%D0%BB%D1%8C%D1%86%D0%B8%D0%BD,_%D0%91%D0%BE%D1%80%D0%B8%D1%81_%D0%9D%D0%B8%D0%BA%D0%BE%D0%BB%D0%B0%D0%B5%D0%B2%D0%B8%D1%87









