date	url	image	title	lang
1998-02-04	https://en.wikipedia.org/wiki/Monica_Lewinsky_scandal	https://upload.wikimedia.org/wikipedia/commons/d/dd/Bill_Clinton_and_Monica_Lewinsky_on_February_28%2C_1997_A3e06420664168d9466c84c3e31ccc2f.jpg	Скандал вокруг Моники Левински (обнародование расследования)	ru	https://ru.wikipedia.org/wiki/%D0%A1%D0%BA%D0%B0%D0%BD%D0%B4%D0%B0%D0%BB_%D0%9C%D0%BE%D0%BD%D0%B8%D0%BA%D0%B8_%D0%9B%D0%B5%D0%B2%D0%B8%D0%BD%D1%81%D0%BA%D0%B8
1998-08-07	https://en.wikipedia.org/wiki/1998_United_States_embassy_bombings		Теракты против посольств США в Кении и Танзании	ru	https://ru.wikipedia.org/wiki/%D0%92%D0%B7%D1%80%D1%8B%D0%B2%D1%8B_%D0%BF%D0%BE%D1%81%D0%BE%D0%BB%D1%8C%D1%81%D1%82%D0%B2_%D0%A1%D0%A8%D0%90_%D0%B2_%D0%9A%D0%B5%D0%BD%D0%B8%D0%B8_%D0%B8_%D0%A2%D0%B0%D0%BD%D0%B7%D0%B0%D0%BD%D0%B8%D0%B8
1998-12-19	https://en.wikipedia.org/wiki/Impeachment_of_Bill_Clinton		Палата представителей США объявила импичмент Биллу Клинтону	ru	https://ru.wikipedia.org/wiki/%D0%98%D0%BC%D0%BF%D0%B8%D1%87%D0%BC%D0%B5%D0%BD%D1%82_%D0%91%D0%B8%D0%BB%D0%BB%D0%B0_%D0%9A%D0%BB%D0%B8%D0%BD%D1%82%D0%BE%D0%BD%D0%B0
1998-06-10	https://en.wikipedia.org/wiki/1998_FIFA_World_Cup	https://upload.wikimedia.org/wikipedia/ru/1/17/Logo_Fu%C3%9Fball-Weltmeisterschaft_1998.svg	Чемпионат мира по футболу 1998 года (Франция)	ru	https://ru.wikipedia.org/wiki/%D0%A7%D0%B5%D0%BC%D0%BF%D0%B8%D0%BE%D0%BD%D0%B0%D1%82_%D0%BC%D0%B8%D1%80%D0%B0_%D0%BF%D0%BE_%D1%84%D1%83%D1%82%D0%B1%D0%BE%D0%BB%D1%83_1998







