date	url	image	title	lang
2003-03-20	https://en.wikipedia.org/wiki/2003_invasion_of_Iraq		Начало вторжения США и коалиции в Ирак	ru	https://ru.wikipedia.org/wiki/%D0%92%D1%82%D0%BE%D1%80%D0%B6%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%98%D1%80%D0%B0%D0%BA_(2003)
2003-02-01	https://en.wikipedia.org/wiki/Space_Shuttle_Columbia_disaster	https://upload.wikimedia.org/wikipedia/commons/8/8a/Close-up_STS-107_Launch_-_GPN-2003-00080.jpg	Катастрофа шаттла «Колумбия»	ru	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%81%D1%82%D1%80%D0%BE%D1%84%D0%B0_%D1%88%D0%B0%D1%82%D1%82%D0%BB%D0%B0_%C2%AB%D0%9A%D0%BE%D0%BB%D1%83%D0%BC%D0%B1%D0%B8%D1%8F%C2%BB
2003-04-14	https://en.wikipedia.org/wiki/Human_Genome_Project		Завершение проекта «Геном человека»	ru	https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D0%B5%D0%BA%D1%82_%C2%AB%D0%93%D0%B5%D0%BD%D0%BE%D0%BC_%D1%87%D0%B5%D0%BB%D0%BE%D0%B2%D0%B5%D0%BA%D0%B0%C2%BB
2003-12-13	https://en.wikipedia.org/wiki/Capture_of_Saddam_Hussein		Захват Саддама Хусейна	ru	https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D1%85%D0%B2%D0%B0%D1%82_%D0%A1%D0%B0%D0%B4%D0%B4%D0%B0%D0%BC%D0%B0_%D0%A5%D1%83%D1%81%D0%B5%D0%B9%D0%BD%D0%B0






