date	url	image	title	lang
1997-07-01	https://en.wikipedia.org/wiki/Transfer_of_sovereignty_over_Hong_Kong	https://upload.wikimedia.org/wikipedia/commons/9/90/Regional_Emblem_of_Hong_Kong.svg	Передача Гонконга от Великобритании Китаю	ru	https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B5%D0%B4%D0%B0%D1%87%D0%B0_%D0%93%D0%BE%D0%BD%D0%BA%D0%BE%D0%BD%D0%B3%D0%B0_%D0%9A%D0%B8%D1%82%D0%B0%D1%8E
1997-07-02	https://en.wikipedia.org/wiki/1997_Asian_financial_crisis		Начало азиатского финансового кризиса	ru	https://ru.wikipedia.org/wiki/%D0%90%D0%B7%D0%B8%D0%B0%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D1%84%D0%B8%D0%BD%D0%B0%D0%BD%D1%81%D0%BE%D0%B2%D1%8B%D0%B9_%D0%BA%D1%80%D0%B8%D0%B7%D0%B8%D1%81
1997-08-29	https://en.wikipedia.org/wiki/First_Chechen_War	https://upload.wikimedia.org/wikipedia/commons/c/cc/Evstafiev-chechnya-palace-gunman.jpg	Официальное завершение Первой чеченской войны	ru	https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D1%87%D0%B5%D1%87%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
1997-12-11	https://en.wikipedia.org/wiki/Kyoto_Protocol		Подписание Киотского протокола	ru	https://ru.wikipedia.org/wiki/%D0%9A%D0%B8%D0%BE%D1%82%D1%81%D0%BA%D0%B8%D0%B9_%D0%BF%D1%80%D0%BE%D1%82%D0%BE%D0%BA%D0%BE%D0%BB









