date	en_url	image	en_title	ru_title	ru_url	
1929-01-17	https://en.wikipedia.org/wiki/Popeye		First appearance of Popeye in the Thimble Theatre comic strip	Первое появление моряка Попая	https://ru.wikipedia.org/wiki/Попай
1925-04-10	https://en.wikipedia.org/wiki/F._Scott_Fitzgerald		Publication of the novel The Great Gatsby	Публикация романа «Великий Гэтсби»	https://ru.wikipedia.org/wiki/Великий_Гэтсби
1929-02-14	https://en.wikipedia.org/wiki/Saint_Valentine%27s_Day_Massacre		Saint Valentine's Day Massacre in Chicago	Бойня в День святого Валентина в Чикаго	https://ru.wikipedia.org/wiki/Бойня_в_День_святого_Валентина
1929-05-16	https://en.wikipedia.org/wiki/Academy_Awards	https://upload.wikimedia.org/wikipedia/commons/8/8e/1stOscars_1929.jpg	First Academy Awards ceremony in Hollywood	Первая церемония вручения премии «Оскар»	https://ru.wikipedia.org/wiki/Премия_«Оскар»
1929-01-17	https://en.wikipedia.org/wiki/Popeye		First appearance of Popeye in the comic strip Thimble Theatre	Первое появление моряка Попая	https://ru.wikipedia.org/wiki/Попай
1928-09-28	https://en.wikipedia.org/wiki/Penicillin	https://upload.wikimedia.org/wikipedia/commons/3/3d/Alexander_Fleming_3.jpg	Discovery of penicillin by Alexander Fleming	Открытие пенициллина Александром Флемингом	https://ru.wikipedia.org/wiki/Пенициллин
1928-08-31	https://en.wikipedia.org/wiki/Mickey_Mouse		First appearance of Mickey Mouse in Steamboat Willie	Первое появление Микки Мауса в мультфильме «Пароходик Вилли»	https://ru.wikipedia.org/wiki/Микки_Маус
1927-01-07	https://en.wikipedia.org/wiki/Transatlantic_communications_cable		First commercial transatlantic telephone service between New York and London begins	Начало первой коммерческой трансатлантической телефонной связи между Нью-Йорком и Лондоном	https://ru.wikipedia.org/wiki/%D0%A2%D1%80%D0%B0%D0%BD%D1%81%D0%B0%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D1%82%D0%B5%D0%BB%D0%B5%D1%84%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BA%D0%B0%D0%B1%D0%B5%D0%BB%D1%8C
1927-04-07	https://en.wikipedia.org/wiki/Ford_Model_A_(1927%E2%80%931931)	https://upload.wikimedia.org/wikipedia/commons/d/d9/1931_Ford_Model_A_Deluxe_Tudor.jpg	Ford introduces the Model A automobile	Компания Ford представляет автомобиль Model A	https://ru.wikipedia.org/wiki/Ford_Model_A
1926-08-06	https://en.wikipedia.org/wiki/Gertrude_Ederle		Gertrude Ederle becomes the first woman to swim across the English Channel	Гертруда Эдерле становится первой женщиной, переплывшей Ла-Манш	https://ru.wikipedia.org/wiki/Эдерле,_Гертруда
1926-01-26	https://en.wikipedia.org/wiki/John_Logie_Baird		John Logie Baird demonstrates the first working television system	Джон Лоуги Бэрд демонстрирует первую рабочую телевизионную систему	https://ru.wikipedia.org/wiki/Бэрд,_Джон_Лоуги
1925-07-21	https://en.wikipedia.org/wiki/Scopes_trial		Scopes Trial over teaching evolution in Tennessee	«Обезьяний процесс» в США по делу о преподавании эволюции	https://ru.wikipedia.org/wiki/Обезьяний_процесс
1925-05-05	https://en.wikipedia.org/wiki/John_T._Scopes		John T. Scopes arrested for teaching evolution in Tennessee	Арест Джона Скоупса за преподавание теории эволюции	https://ru.wikipedia.org/wiki/Скоупс,_Джон
1924-06-02	https://en.wikipedia.org/wiki/Indian_Citizenship_Act	https://upload.wikimedia.org/wikipedia/commons/f/f7/1924_Indian_Citizenship_Act.jpg	Indian Citizenship Act grants U.S. citizenship to Native Americans	Закон о гражданстве индейцев в США	https://ru.wikipedia.org/wiki/Закон_о_гражданстве_индейцев
1924-07-27	https://en.wikipedia.org/wiki/1924_Summer_Olympics		Opening of the 1924 Summer Olympics in Paris	Открытие летних Олимпийских игр в Париже	https://ru.wikipedia.org/wiki/Летние_Олимпийские_игры_1924
1924-12-20	https://en.wikipedia.org/wiki/Adolf_Hitler	https://upload.wikimedia.org/wikipedia/commons/4/42/Bundesarchiv_Bild_102-00344A%2C_M%C3%BCnchen%2C_nach_Hitler-Ludendorff_Prozess.jpg	Adolf Hitler released from Landsberg Prison	Освобождение Адольфа Гитлера из тюрьмы Ландсберг	https://ru.wikipedia.org/wiki/Гитлер,_Адольф
1923-08-02	https://en.wikipedia.org/wiki/Warren_G._Harding		Death of U.S. President Warren G. Harding	Умер президент США Уоррен Гардинг	https://ru.wikipedia.org/wiki/Гардинг,_Уоррен
1923-06-02	https://en.wikipedia.org/wiki/Coronation_of_George_VI_and_Elizabeth		Coronation of King George VI preparations begin in Britain	Начало подготовки к коронации британского монарха	https://en.wikipedia.org/wiki/Coronation_of_George_VI_and_Elizabeth
1923-11-19	https://en.wikipedia.org/wiki/Hyperinflation_in_the_Weimar_Republic		Peak of hyperinflation crisis in Weimar Germany	Пик гиперинфляции в Веймарской Германии	https://ru.wikipedia.org/wiki/Гиперинфляция_в_Веймарской_республике
1922-11-04	https://en.wikipedia.org/wiki/Tomb_of_Tutankhamun		Discovery of the tomb of Tutankhamun by Howard Carter	Открытие гробницы Тутанхамона Говардом Картером	https://ru.wikipedia.org/wiki/Гробница_Тутанхамона
1921-07-27	https://en.wikipedia.org/wiki/Insulin		First medical use of insulin to treat diabetes	Первое применение инсулина для лечения диабета	https://ru.wikipedia.org/wiki/Инсулин
1921-05-19	https://en.wikipedia.org/wiki/Emergency_Quota_Act		Emergency Quota Act restricts immigration to the United States	Закон о чрезвычайных квотах ограничивает иммиграцию в США	https://en.wikipedia.org/wiki/Emergency_Quota_Act
1921-11-11	https://en.wikipedia.org/wiki/Tomb_of_the_Unknown_Soldier_(Arlington_National_Cemetery)	https://upload.wikimedia.org/wikipedia/commons/e/ec/TombOfTheUnknownSoldier11-11-1922.jpg	Burial of the Unknown Soldier at Arlington National Cemetery	Погребение Неизвестного солдата на Арлингтонском национальном кладбище	https://en.wikipedia.org/wiki/Tomb_of_the_Unknown_Soldier_(Arlington_National_Cemetery)
1920-01-16	https://en.wikipedia.org/wiki/Prohibition_in_the_United_States		Prohibition begins in the United States	Начало «сухого закона» в США	https://ru.wikipedia.org/wiki/Сухой_закон_в_США
1920-08-18	https://en.wikipedia.org/wiki/Nineteenth_Amendment_to_the_United_States_Constitution		Nineteenth Amendment grants women the right to vote in the United States	Женщины получают право голоса в США	https://ru.wikipedia.org/wiki/Девятнадцатая_поправка_к_Конституции_США
1920-11-02	https://en.wikipedia.org/wiki/KDKA_(AM)	https://upload.wikimedia.org/wikipedia/commons/6/6f/KDKA_-_Early_studio_-_circa_1921.jpg	First commercial radio broadcast station begins operation in Pittsburgh	Начало работы первой коммерческой радиостанции	https://en.wikipedia.org/wiki/KDKA_(AM)
1920-11-11	https://en.wikipedia.org/wiki/The_Cenotaph	https://upload.wikimedia.org/wikipedia/commons/6/63/Agence_Rol_-_D%C3%A9fil%C3%A9_de_la_Victoire_%C3%A0_Londres%2C_%C3%A0_Whitehall%2C_devant_le_c%C3%A9notaphe%2C_le_19_juillet_1919%2C_les_troupes_am%C3%A9ricaines.jpg	Unveiling of The Cenotaph war memorial in London	Открытие военного мемориала Кенотаф в Лондоне	https://ru.wikipedia.org/wiki/Кенотаф_(Лондон)
