date	url	image	title	lang
2002-01-01	https://en.wikipedia.org/wiki/Euro	https://upload.wikimedia.org/wikipedia/commons/0/0b/Euro_Series_Banknotes_%282019%29.jpg	Введение наличного евро	ru	https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%BE
2002-01-29	https://en.wikipedia.org/wiki/2002_State_of_the_Union_Address		Речь Джорджа Буша об «оси зла»	ru	https://ru.wikipedia.org/wiki/%D0%9E%D1%81%D1%8C_%D0%B7%D0%BB%D0%B0
2002-04-27	https://en.wikipedia.org/wiki/Operation_Defensive_Shield		Операция «Защитная стена» (Израиль)	ru	https://ru.wikipedia.org/wiki/%D0%9E%D0%BF%D0%B5%D1%80%D0%B0%D1%86%D0%B8%D1%8F_%C2%AB%D0%97%D0%B0%D1%89%D0%B8%D1%82%D0%BD%D0%B0%D1%8F_%D1%81%D1%82%D0%B5%D0%BD%D0%B0%C2%BB
2002-11-08	https://en.wikipedia.org/wiki/United_Nations_Security_Council_Resolution_1441		Резолюция СБ ООН 1441 по Ираку	ru	https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B7%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F_%D0%A1%D0%91_%D0%9E%D0%9E%D0%9D_1441






