date	en_url	image	en_title	ru_title	ru_url	
1919-01-16	https://en.wikipedia.org/wiki/Prohibition_in_the_United_States		Ratification of the Eighteenth Amendment establishing Prohibition in the United States	Введение «сухого закона» в США	https://ru.wikipedia.org/wiki/Сухой_закон_в_США
1919-01-05	https://en.wikipedia.org/wiki/German_Workers%27_Party		Founding of the German Workers' Party (DAP), precursor of the Nazi Party	Создание Немецкой рабочей партии	https://ru.wikipedia.org/wiki/Немецкая_рабочая_партия
1919-09-10	https://en.wikipedia.org/wiki/Treaty_of_Saint-Germain-en-Laye_(1919)		Treaty of Saint-Germain between the Allies and Austria	Сен-Жерменский мирный договор	https://ru.wikipedia.org/wiki/Сен-Жерменский_договор_(1919)
1919-04-13	https://en.wikipedia.org/wiki/Jallianwala_Bagh_massacre		Jallianwala Bagh massacre in British India	Амритсарская бойня	https://ru.wikipedia.org/wiki/Амритсарская_бойня
1918-07-15	https://en.wikipedia.org/wiki/Second_Battle_of_the_Marne		Second Battle of the Marne begins	Вторая битва на Марне	https://ru.wikipedia.org/wiki/Вторая_битва_на_Марне
1918-06-01	https://en.wikipedia.org/wiki/United_States_Army_in_World_War_I	https://upload.wikimedia.org/wikipedia/commons/2/2e/US_64th_regiment_celebrate_the_Armistice.jpg	First major deployment of U.S. troops to the Western Front	Первое крупное развёртывание армии США на Западном фронте	https://ru.wikipedia.org/wiki/США_в_Первой_мировой_войне
1918-10-24	https://en.wikipedia.org/wiki/Battle_of_Vittorio_Veneto		Battle of Vittorio Veneto leading to collapse of Austria-Hungary	Битва при Витторио-Венето	https://ru.wikipedia.org/wiki/Битва_при_Витторио-Венето
1917-04-16	https://en.wikipedia.org/wiki/April_Theses		Lenin publishes the April Theses in Petrograd	Публикация Апрельских тезисов Ленина	https://ru.wikipedia.org/wiki/Апрельские_тезисы
1917-07-03	https://en.wikipedia.org/wiki/July_Days		July Days unrest in Petrograd	Июльские дни в Петрограде	https://ru.wikipedia.org/wiki/Июльские_дни
1917-08-25	https://en.wikipedia.org/wiki/Kornilov_affair		Kornilov affair in Russia	Корниловское выступление	https://ru.wikipedia.org/wiki/Корниловское_выступление
