date	url	image	title	lang
2004-06-05	https://en.wikipedia.org/wiki/Death_and_state_funeral_of_Ronald_Reagan		Умер Рональд Рейган	ru	https://ru.wikipedia.org/wiki/%D0%A0%D0%B5%D0%B9%D0%B3%D0%B0%D0%BD%2C_%D0%A0%D0%BE%D0%BD%D0%B0%D0%BB%D1%8C%D0%B4
2004-06-21	https://en.wikipedia.org/wiki/SpaceShipOne_flight_15P		Первый частный пилотируемый суборбитальный полёт (SpaceShipOne)	ru	(ru — нет статьи)
2004-08-13	https://en.wikipedia.org/wiki/2004_Summer_Olympics	https://upload.wikimedia.org/wikipedia/ru/e/e0/Athens_2004_logo.svg	Летние Олимпийские игры 2004	ru	https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%82%D0%BD%D0%B8%D0%B5_%D0%9E%D0%BB%D0%B8%D0%BC%D0%BF%D0%B8%D0%B9%D1%81%D0%BA%D0%B8%D0%B5_%D0%B8%D0%B3%D1%80%D1%8B_2004
2004-09-01	https://en.wikipedia.org/wiki/Beslan_school_siege	https://upload.wikimedia.org/wikipedia/commons/5/57/Beslan_kollazh.jpg	Террористический акт в Беслане	ru	https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D1%80%D0%BE%D1%80%D0%B8%D1%81%D1%82%D0%B8%D1%87%D0%B5%D1%81%D0%BA%D0%B8%D0%B9_%D0%B0%D0%BA%D1%82_%D0%B2_%D0%91%D0%B5%D1%81%D0%BB%D0%B0%D0%BD%D0%B5
2004-11-11	https://en.wikipedia.org/wiki/Death_of_Yasser_Arafat		Умер Ясир Арафат	ru	https://ru.wikipedia.org/wiki/%D0%90%D1%80%D0%B0%D1%84%D0%B0%D1%82%2C_%D0%AF%D1%81%D0%B8%D1%80
2004-12-26	https://en.wikipedia.org/wiki/2004_Indian_Ocean_earthquake_and_tsunami		Землетрясение и цунами в Индийском океане (2004)	ru	https://ru.wikipedia.org/wiki/%D0%97%D0%B5%D0%BC%D0%BB%D0%B5%D1%82%D1%80%D1%8F%D1%81%D0%B5%D0%BD%D0%B8%D0%B5_%D0%B2_%D0%98%D0%BD%D0%B4%D0%B8%D0%B9%D1%81%D0%BA%D0%BE%D0%BC_%D0%BE%D0%BA%D0%B5%D0%B0%D0%BD%D0%B5_%282004%29






