date	url	image	title	lang
2011-01-14	https://en.wikipedia.org/wiki/Tunisian_Revolution	https://upload.wikimedia.org/wikipedia/commons/9/9e/Tunisian_Revolution_Protest.jpg	Тунисская революция (начало «Арабской весны»)	ru	https://ru.wikipedia.org/wiki/Тунисская_революция
2011-01-25	https://en.wikipedia.org/wiki/2011_Egyptian_revolution		Революция в Египте	ru	https://ru.wikipedia.org/wiki/Революция_в_Египте_(2011)
2011-02-17	https://en.wikipedia.org/wiki/First_Libyan_Civil_War	https://upload.wikimedia.org/wikipedia/commons/5/59/Tanks_outside_of_Misrata_%2813%29_%288289630944%29.jpg	Начало гражданской войны в Ливии	ru	https://ru.wikipedia.org/wiki/Гражданская_война_в_Ливии_(2011)
2011-03-11	https://en.wikipedia.org/wiki/2011_T%C5%8Dhoku_earthquake_and_tsunami		Землетрясение и цунами в Японии (Фукусима)	ru	https://ru.wikipedia.org/wiki/Великое_восточно-японское_землетрясение
2011-03-15	https://en.wikipedia.org/wiki/Syrian_civil_war		Начало гражданской войны в Сирии	ru	https://ru.wikipedia.org/wiki/Гражданская_война_в_Сирии
2011-05-02	https://en.wikipedia.org/wiki/Death_of_Osama_bin_Laden	https://upload.wikimedia.org/wikipedia/commons/c/ca/Osama_bin_Laden_portrait.jpg	Ликвидация Усамы бен Ладена	ru	https://ru.wikipedia.org/wiki/Бен_Ладен,_Усама
2011-07-09	https://en.wikipedia.org/wiki/South_Sudan		Провозглашение независимости Южного Судана	ru	https://ru.wikipedia.org/wiki/Южный_Судан
2011-10-20	https://en.wikipedia.org/wiki/Death_of_Muammar_Gaddafi	https://upload.wikimedia.org/wikipedia/commons/3/36/Muammar_al-Gaddafi_at_the_AU_summit.jpg	Гибель Муаммара Каддафи	ru	https://ru.wikipedia.org/wiki/Каддафи,_Муаммар
2011-12-17	https://en.wikipedia.org/wiki/Death_of_Kim_Jong-il	https://upload.wikimedia.org/wikipedia/commons/7/7a/Kim_Jong-Il.jpg	Умер Ким Чен Ир	ru	https://ru.wikipedia.org/wiki/Ким_Чен_Ир
2011-09-15	https://en.wikipedia.org/wiki/Occupy_Wall_Street		Начало движения Occupy Wall Street	ru	https://ru.wikipedia.org/wiki/Захвати_Уолл-стрит



