date	url	image	title	lang
2010-01-25	https://en.wikipedia.org/wiki/Google_China	https://upload.wikimedia.org/wikipedia/commons/3/39/Google_in_China_017.jpg	Обострение конфликта Google и Китая (цензура и кибератаки)	ru	https://ru.wikipedia.org/wiki/Конфликт_Google_и_Китая
2010-03-26	https://en.wikipedia.org/wiki/Air_India_Express_Flight_812		Катастрофа Boeing 737 в Мангалоре	ru	https://ru.wikipedia.org/wiki/Катастрофа_Boeing_737_в_Мангалоре
2010-05-06	https://en.wikipedia.org/wiki/2010_flash_crash	https://upload.wikimedia.org/wikipedia/commons/b/bb/Flashcrash-2010.png	Биржевой «Flash Crash» в США	ru	https://ru.wikipedia.org/wiki/Биржевой_крах_6_мая_2010_года
2010-06-03	https://en.wikipedia.org/wiki/Apple_iPhone_4	https://upload.wikimedia.org/wikipedia/commons/6/67/Steve_Jobs_Headshot_2010.JPG	Презентация iPhone 4	ru	https://ru.wikipedia.org/wiki/IPhone_4
2010-08-05	https://en.wikipedia.org/wiki/Copiapó_mining_accident	https://upload.wikimedia.org/wikipedia/commons/6/64/Mina_San_Jos%C3%A9_de_Copiap%C3%B3_en_2010.jpg	Авария на шахте в Чили (спасение 33 шахтёров)	ru	https://ru.wikipedia.org/wiki/Авария_на_шахте_Сан-Хосе
2010-09-15	https://en.wikipedia.org/wiki/Senkaku_Islands_dispute		Обострение спора вокруг островов Сенкаку	ru	https://ru.wikipedia.org/wiki/Спор_о_принадлежности_островов_Сенкаку
2010-11-23	https://en.wikipedia.org/wiki/Shelling_of_Yeonpyeong	https://upload.wikimedia.org/wikipedia/commons/b/bd/2010.11.23_%EB%B6%81%ED%95%9C_%ED%95%B4%EC%95%88%ED%8F%AC_%EB%B0%9C%EC%82%AC%EB%A1%9C_%EB%B6%88%ED%83%80%EB%8A%94_%EC%97%B0%ED%8F%89%EB%8F%84_%287445571570%29.jpg	Обстрел острова Ёнпхёндо (КНДР — Южная Корея)	ru	https://ru.wikipedia.org/wiki/Обстрел_Ёнпхёндо
2010-03-23	https://en.wikipedia.org/wiki/Affordable_Care_Act	https://upload.wikimedia.org/wikipedia/commons/f/f5/Obama_signs_health_care-20100323.jpg	Подписание закона о реформе здравоохранения США (Obamacare)	ru	https://ru.wikipedia.org/wiki/Реформа_здравоохранения_в_США_(2010)





