date	url	image	title	lang
1993-02-26	https://en.wikipedia.org/wiki/1993_World_Trade_Center_bombing		Теракт во Всемирном торговом центре (1993)	ru	https://ru.wikipedia.org/wiki/%D0%A2%D0%B5%D1%80%D0%B0%D0%BA%D1%82_%D0%B2_%D0%92%D0%A2%D0%A6_(1993)
1993-09-13	https://en.wikipedia.org/wiki/Oslo_Accords		Подписание соглашений в Осло	ru	https://ru.wikipedia.org/wiki/%D0%A1%D0%BE%D0%B3%D0%BB%D0%B0%D1%88%D0%B5%D0%BD%D0%B8%D1%8F_%D0%B2_%D0%9E%D1%81%D0%BB%D0%BE
1993-10-04	https://en.wikipedia.org/wiki/1993_Russian_constitutional_crisis		Штурм Белого дома в Москве (конституционный кризис в России)	ru	https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D1%81%D1%82%D0%B8%D1%82%D1%83%D1%86%D0%B8%D0%BE%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BA%D1%80%D0%B8%D0%B7%D0%B8%D1%81_%D0%B2_%D0%A0%D0%BE%D1%81%D1%81%D0%B8%D0%B8_(1993)
1993-01-01	https://en.wikipedia.org/wiki/Dissolution_of_Czechoslovakia		Распад Чехословакии (Бархатный развод)	ru	https://ru.wikipedia.org/wiki/%D0%A0%D0%B0%D1%81%D0%BF%D0%B0%D0%B4_%D0%A7%D0%B5%D1%85%D0%BE%D1%81%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D0%B8%D0%B8









