date	url	image	title	lang
1994-04-06	https://en.wikipedia.org/wiki/Rwandan_genocide		Начало геноцида в Руанде	ru	https://ru.wikipedia.org/wiki/%D0%93%D0%B5%D0%BD%D0%BE%D1%86%D0%B8%D0%B4_%D0%B2_%D0%A0%D1%83%D0%B0%D0%BD%D0%B4%D0%B5
1994-07-01	https://en.wikipedia.org/wiki/European_Union		Создание Европейского союза (вступление в силу Маастрихтского договора)	ru	https://ru.wikipedia.org/wiki/%D0%95%D0%B2%D1%80%D0%BE%D0%BF%D0%B5%D0%B9%D1%81%D0%BA%D0%B8%D0%B9_%D1%81%D0%BE%D1%8E%D0%B7
1994-12-11	https://en.wikipedia.org/wiki/First_Chechen_War		Начало Первой чеченской войны	ru	https://ru.wikipedia.org/wiki/%D0%9F%D0%B5%D1%80%D0%B2%D0%B0%D1%8F_%D1%87%D0%B5%D1%87%D0%B5%D0%BD%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
1994-05-10	https://en.wikipedia.org/wiki/Nelson_Mandela		Инаугурация Нельсона Манделы как президента ЮАР	ru	https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B4%D0%B5%D0%BB%D0%B0,_%D0%9D%D0%B5%D0%BB%D1%8C%D1%81%D0%BE%D0%BD
1994-07-10	https://en.wikipedia.org/wiki/1994_Belarusian_presidential_election	https://upload.wikimedia.org/wikipedia/commons/3/3a/Alexander_Lukashenko%2C_President_of_Belarus%2C_1995_%28cropped%29.jpg	Александр Лукашенко избран президентом Беларуси	ru	https://ru.wikipedia.org/wiki/%D0%92%D0%B8%D0%B1%D0%BE%D1%80%D0%B8_%D0%BF%D1%80%D0%B5%D0%B7%D0%B8%D0%B4%D0%B5%D0%BD%D1%82%D0%B0_%D0%91%D1%96%D0%BB%D0%BE%D1%80%D1%83%D1%81%D1%96_1994








