date	url	image	title	lang
2009-01-03	https://en.wikipedia.org/wiki/Bitcoin		Запуск сети Bitcoin (генезис-блок)	ru	https://ru.wikipedia.org/wiki/%D0%91%D0%B8%D1%82%D0%BA%D0%BE%D0%B8%D0%BD
2009-02-07	https://en.wikipedia.org/wiki/Black_Saturday_bushfires		Лесные пожары «Чёрная суббота» в Австралии	ru	https://ru.wikipedia.org/wiki/%D0%9B%D0%B5%D1%81%D0%BD%D1%8B%D0%B5_%D0%BF%D0%BE%D0%B6%D0%B0%D1%80%D1%8B_%D0%B2_%D0%90%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%BB%D0%B8%D0%B8_%282009%29
2009-06-01	https://en.wikipedia.org/wiki/Air_France_Flight_447		Катастрофа рейса Air France 447	ru	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D1%82%D0%B0%D1%81%D1%82%D1%80%D0%BE%D1%84%D0%B0_A330_%D0%B2_%D0%90%D1%82%D0%BB%D0%B0%D0%BD%D1%82%D0%B8%D0%BA%D0%B5
2009-06-11	https://en.wikipedia.org/wiki/2009_swine_flu_pandemic		Пандемия «свиного гриппа» A(H1N1)	ru	https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BD%D0%B4%D0%B5%D0%BC%D0%B8%D1%8F_%D0%B3%D1%80%D0%B8%D0%BF%D0%BF%D0%B0_H1N1_%D0%B2_2009_%D0%B3%D0%BE%D0%B4%D1%83
2009-06-13	https://en.wikipedia.org/wiki/2009_Iranian_presidential_election_protests		Протесты в Иране после выборов (Зелёное движение)	ru	https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%BE%D1%82%D0%B5%D1%81%D1%82%D1%8B_%D0%B2_%D0%98%D1%80%D0%B0%D0%BD%D0%B5_%282009%29
2009-06-25	https://en.wikipedia.org/wiki/Death_of_Michael_Jackson		Умер Майкл Джексон	ru	https://ru.wikipedia.org/wiki/%D0%A1%D0%BC%D0%B5%D1%80%D1%82%D1%8C_%D0%9C%D0%B0%D0%B9%D0%BA%D0%BB%D0%B0_%D0%94%D0%B6%D0%B5%D0%BA%D1%81%D0%BE%D0%BD%D0%B0
2009-10-09	https://en.wikipedia.org/wiki/2009_Nobel_Peace_Prize		Нобелевская премия мира Бараку Обаме	ru	https://ru.wikipedia.org/wiki/%D0%9E%D0%B1%D0%B0%D0%BC%D0%B0,_%D0%91%D0%B0%D1%80%D0%B0%D0%BA
2009-10-22	https://en.wikipedia.org/wiki/Windows_7	https://upload.wikimedia.org/wikipedia/ru/b/bd/Windows_7.png	Выход Windows 7	ru	https://ru.wikipedia.org/wiki/Windows_7





