date	url	image	title	lang
2003-02-15	https://en.wikipedia.org/wiki/15_February_2003_Iraq_War_protests		Глобальные антивоенные протесты 15 февраля 2003 года	ru	https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D1%82%D0%B8%D0%B2%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D0%B5_%D0%BF%D1%80%D0%BE%D1%82%D0%B5%D1%81%D1%82%D1%8B_15_%D1%84%D0%B5%D0%B2%D1%80%D0%B0%D0%BB%D1%8F_2003_%D0%B3%D0%BE%D0%B4%D0%B0
2003-03-12	https://en.wikipedia.org/wiki/2002%E2%80%932004_SARS_outbreak		ВОЗ объявила глобальную тревогу из-за SARS	ru	https://ru.wikipedia.org/wiki/%D0%A2%D1%8F%D0%B6%D1%91%D0%BB%D1%8B%D0%B9_%D0%BE%D1%81%D1%82%D1%80%D1%8B%D0%B9_%D1%80%D0%B5%D1%81%D0%BF%D0%B8%D1%80%D0%B0%D1%82%D0%BE%D1%80%D0%BD%D1%8B%D0%B9_%D1%81%D0%B8%D0%BD%D0%B4%D1%80%D0%BE%D0%BC
2003-07-20	https://en.wikipedia.org/wiki/2003_European_heatwave		Аномальная жара в Европе (2003)	ru	https://ru.wikipedia.org/wiki/%D0%90%D0%BD%D0%BE%D0%BC%D0%B0%D0%BB%D1%8C%D0%BD%D0%B0%D1%8F_%D0%B6%D0%B0%D1%80%D0%B0_%D0%B2_%D0%95%D0%B2%D1%80%D0%BE%D0%BF%D0%B5_%282003%29
2003-08-14	https://en.wikipedia.org/wiki/Northeast_blackout_of_2003		Масштабное отключение электроэнергии в США и Канаде (2003)	ru	https://ru.wikipedia.org/wiki/%D0%90%D0%B2%D0%B0%D1%80%D0%B8%D1%8F_%D0%B2_%D1%8D%D0%BD%D0%B5%D1%80%D0%B3%D0%BE%D1%81%D0%B8%D1%81%D1%82%D0%B5%D0%BC%D0%B5_%D0%A1%D0%A8%D0%90_%D0%B8_%D0%9A%D0%B0%D0%BD%D0%B0%D0%B4%D1%8B_%282003%29
2003-10-24	https://en.wikipedia.org/wiki/Concorde		Завершение эксплуатации Concorde (British Airways)	ru	https://ru.wikipedia.org/wiki/%D0%9A%D0%BE%D0%BD%D0%BA%D0%BE%D1%80%D0%B4






