date	en_url	image	en_title	ru_title	ru_url	
1969-07-20	https://en.wikipedia.org/wiki/Apollo_11		Apollo 11 Moon landing	Высадка человека на Луну (Аполлон-11)	https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%BE%D0%BB%D0%BB%D0%BE%D0%BD-11
1969-01-20	https://en.wikipedia.org/wiki/Richard_Nixon		Richard Nixon becomes US President	Ричард Никсон становится президентом США	https://ru.wikipedia.org/wiki/%D0%9D%D0%B8%D0%BA%D1%81%D0%BE%D0%BD,_%D0%A0%D0%B8%D1%87%D0%B0%D1%80%D0%B4
1969-03-02	https://en.wikipedia.org/wiki/Sino-Soviet_border_conflict		Sino-Soviet border conflict begins	Советско-китайский пограничный конфликт	https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D0%B3%D1%80%D0%B0%D0%BD%D0%B8%D1%87%D0%BD%D1%8B%D0%B9_%D0%BA%D0%BE%D0%BD%D1%84%D0%BB%D0%B8%D0%BA%D1%82_%D0%BD%D0%B0_%D0%BE%D1%81%D1%82%D1%80%D0%BE%D0%B2%D0%B5_%D0%94%D0%B0%D0%BC%D0%B0%D0%BD%D1%81%D0%BA%D0%BE%D0%BC
1969-09-01	https://en.wikipedia.org/wiki/1969_Libyan_coup_d%27%C3%A9tat	https://upload.wikimedia.org/wikipedia/commons/b/bc/Nasser_Qaddafi_Atassi_1969.jpg	Libyan coup d'état	Военный переворот в Ливии (приход Каддафи)	https://ru.wikipedia.org/wiki/%D0%92%D0%BE%D0%B5%D0%BD%D0%BD%D1%8B%D0%B9_%D0%BF%D0%B5%D1%80%D0%B5%D0%B2%D0%BE%D1%80%D0%BE%D1%82_%D0%B2_%D0%9B%D0%B8%D0%B2%D0%B8%D0%B8_(1969)
1968-08-20	https://en.wikipedia.org/wiki/Warsaw_Pact_invasion_of_Czechoslovakia		Warsaw Pact invasion of Czechoslovakia	Ввод войск Варшавского договора в Чехословакию	https://ru.wikipedia.org/wiki/%D0%92%D0%B2%D0%BE%D0%B4_%D0%B2%D0%BE%D0%B9%D1%81%D0%BA_%D0%B2_%D0%A7%D0%B5%D1%85%D0%BE%D1%81%D0%BB%D0%BE%D0%B2%D0%B0%D0%BA%D0%B8%D1%8E_(1968)
1968-01-05	https://en.wikipedia.org/wiki/Prague_Spring		Prague Spring reforms begin	Пражская весна	https://ru.wikipedia.org/wiki/%D0%9F%D1%80%D0%B0%D0%B6%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%B5%D1%81%D0%BD%D0%B0
1968-04-04	https://en.wikipedia.org/wiki/Assassination_of_Martin_Luther_King_Jr.	https://upload.wikimedia.org/wikipedia/commons/8/84/Martin_Luther_King_Jr_NYWTS.jpg	Assassination of Martin Luther King Jr.	Убийство Мартина Лютера Кинга	https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%BE_%D0%9C%D0%B0%D1%80%D1%82%D0%B8%D0%BD%D0%B0_%D0%9B%D1%8E%D1%82%D0%B5%D1%80%D0%B0_%D0%9A%D0%B8%D0%BD%D0%B3%D0%B0
1968-06-05	https://en.wikipedia.org/wiki/Assassination_of_Robert_F._Kennedy	https://upload.wikimedia.org/wikipedia/commons/b/bd/Robert_F_Kennedy_crop.jpg	Assassination of Robert F. Kennedy	Убийство Роберта Кеннеди	https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%BE_%D0%A0%D0%BE%D0%B1%D0%B5%D1%80%D1%82%D0%B0_%D0%9A%D0%B5%D0%BD%D0%BD%D0%B5%D0%B4%D0%B8
1967-06-05	https://en.wikipedia.org/wiki/Six-Day_War		Six-Day War begins	Шестидневная война	https://ru.wikipedia.org/wiki/%D0%A8%D0%B5%D1%81%D1%82%D0%B8%D0%B4%D0%BD%D0%B5%D0%B2%D0%BD%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
1967-01-27	https://en.wikipedia.org/wiki/Apollo_1		Apollo 1 disaster	Катастрофа «Аполлон-1»	https://ru.wikipedia.org/wiki/%D0%90%D0%BF%D0%BE%D0%BB%D0%BB%D0%BE%D0%BD-1
1967-11-18	https://en.wikipedia.org/wiki/ASEAN		ASEAN founded	Создание АСЕАН	https://ru.wikipedia.org/wiki/%D0%90%D0%A1%D0%95%D0%90%D0%9D
1966-03-29	https://en.wikipedia.org/wiki/Cultural_Revolution	https://upload.wikimedia.org/wikipedia/commons/8/85/Political_slogan_by_Red_Guards_on_the_campus_of_Fudan_University_1976.jpg	Cultural Revolution begins in China	Начало Культурной революции в Китае	https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D0%BB%D1%8C%D1%82%D1%83%D1%80%D0%BD%D0%B0%D1%8F_%D1%80%D0%B5%D0%B2%D0%BE%D0%BB%D1%8E%D1%86%D0%B8%D1%8F_%D0%B2_%D0%9A%D0%B8%D1%82%D0%B0%D0%B5
1966-02-03	https://en.wikipedia.org/wiki/Luna_9		Luna 9 Moon landing	Первая мягкая посадка на Луну (Луна-9)	https://ru.wikipedia.org/wiki/%D0%9B%D1%83%D0%BD%D0%B0-9
1966-03-01	https://en.wikipedia.org/wiki/Venera_3		Venera 3 reaches Venus	Аппарат «Венера-3» достигает Венеры	https://ru.wikipedia.org/wiki/%D0%92%D0%B5%D0%BD%D0%B5%D1%80%D0%B0-3
1966-02-23	https://en.wikipedia.org/wiki/Syria	https://upload.wikimedia.org/wikipedia/commons/4/4d/Military_Committee_celebrates_1963_coup.jpg	Ba'ath coup in Syria	Переворот Баас в Сирии	https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D1%80%D0%B8%D1%8F
1965-03-08	https://en.wikipedia.org/wiki/Vietnam_War		US troops arrive in Vietnam	Начало масштабного участия США во Вьетнамской войне	https://ru.wikipedia.org/wiki/%D0%92%D1%8C%D0%B5%D1%82%D0%BD%D0%B0%D0%BC%D1%81%D0%BA%D0%B0%D1%8F_%D0%B2%D0%BE%D0%B9%D0%BD%D0%B0
1965-08-06	https://en.wikipedia.org/wiki/Voting_Rights_Act_of_1965		Voting Rights Act signed	Закон о избирательных правах в США	https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BD_%D0%BE%D0%B1_%D0%B8%D0%B7%D0%B1%D0%B8%D1%80%D0%B0%D1%82%D0%B5%D0%BB%D1%8C%D0%BD%D1%8B%D1%85_%D0%BF%D1%80%D0%B0%D0%B2%D0%B0%D1%85_(1965)
1965-09-09	https://en.wikipedia.org/wiki/Singapore		Singapore independence	Независимость Сингапура	https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BD%D0%B3%D0%B0%D0%BF%D1%83%D1%80
1965-02-21	https://en.wikipedia.org/wiki/Malcolm_X		Assassination of Malcolm X	Убийство Малкольма Икса	https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BB%D0%BA%D0%BE%D0%BB%D0%BC_%D0%98%D0%BA%D1%81
1964-08-02	https://en.wikipedia.org/wiki/Gulf_of_Tonkin_incident		Gulf of Tonkin incident	Инцидент в Тонкинском заливе	https://ru.wikipedia.org/wiki/%D0%A2%D0%BE%D0%BD%D0%BA%D0%B8%D0%BD%D1%81%D0%BA%D0%B8%D0%B9_%D0%B8%D0%BD%D1%86%D0%B8%D0%B4%D0%B5%D0%BD%D1%82
1964-10-16	https://en.wikipedia.org/wiki/596_(nuclear_test)	https://upload.wikimedia.org/wikipedia/commons/f/fe/Chinese_nuclear_bomb_-_A2923.jpg	China tests first atomic bomb	Первое ядерное испытание Китая	https://ru.wikipedia.org/wiki/%D0%AF%D0%B4%D0%B5%D1%80%D0%BD%D0%BE%D0%B5_%D0%BE%D1%80%D1%83%D0%B6%D0%B8%D0%B5_%D0%9A%D0%B8%D1%82%D0%B0%D1%8F
1964-07-02	https://en.wikipedia.org/wiki/Civil_Rights_Act_of_1964		Civil Rights Act signed	Закон о гражданских правах в США	https://ru.wikipedia.org/wiki/%D0%97%D0%B0%D0%BA%D0%BE%D0%BD_%D0%BE_%D0%B3%D1%80%D0%B0%D0%B6%D0%B4%D0%B0%D0%BD%D1%81%D0%BA%D0%B8%D1%85_%D0%BF%D1%80%D0%B0%D0%B2%D0%B0%D1%85_(1964)
1963-11-22	https://en.wikipedia.org/wiki/Assassination_of_John_F._Kennedy		Assassination of John F. Kennedy	Убийство Джона Кеннеди	https://ru.wikipedia.org/wiki/%D0%A3%D0%B1%D0%B8%D0%B9%D1%81%D1%82%D0%B2%D0%BE_%D0%94%D0%B6%D0%BE%D0%BD%D0%B0_%D0%9A%D0%B5%D0%BD%D0%BD%D0%B5%D0%B4%D0%B8
1963-11-22	https://en.wikipedia.org/wiki/Lyndon_B._Johnson		Lyndon B. Johnson becomes President of the United States	Линдон Б. Джонсон становится президентом США	https://ru.wikipedia.org/wiki/%D0%94%D0%B6%D0%BE%D0%BD%D1%81%D0%BE%D0%BD,_%D0%9B%D0%B8%D0%BD%D0%B4%D0%BE%D0%BD
1963-10-10	https://en.wikipedia.org/wiki/Partial_Nuclear_Test_Ban_Treaty		Partial Nuclear Test Ban Treaty	Договор о запрещении ядерных испытаний в атмосфере	https://ru.wikipedia.org/wiki/%D0%94%D0%BE%D0%B3%D0%BE%D0%B2%D0%BE%D1%80_%D0%BE_%D0%B7%D0%B0%D0%BF%D1%80%D0%B5%D1%89%D0%B5%D0%BD%D0%B8%D0%B8_%D1%8F%D0%B4%D0%B5%D1%80%D0%BD%D1%8B%D1%85_%D0%B8%D1%81%D0%BF%D1%8B%D1%82%D0%B0%D0%BD%D0%B8%D0%B9
