date	en_url	image	en_title	ru_title	ru_url	
1999-02-23	https://en.wikipedia.org/wiki/The_Slim_Shady_LP		The Slim Shady LP released by Eminem	Выход альбома The Slim Shady LP Эминема	https://ru.wikipedia.org/wiki/The_Slim_Shady_LP
1999-03-07	https://en.wikipedia.org/wiki/Stanley_Kubrick		Stanley Kubrick dies	Умер Стэнли Кубрик	https://ru.wikipedia.org/wiki/Кубрик,_Стэнли
1999-03-21	https://en.wikipedia.org/wiki/Shakespeare_in_Love		Shakespeare in Love wins Academy Award for Best Picture	Фильм «Влюблённый Шекспир» получает премию «Оскар» за лучший фильм	https://ru.wikipedia.org/wiki/Влюблённый_Шекспир
1999-03-31	https://en.wikipedia.org/wiki/The_Matrix		The Matrix premieres	Премьера фильма «Матрица»	https://ru.wikipedia.org/wiki/Матрица_(фильм)
1999-05-17	https://en.wikipedia.org/wiki/Play_(Moby_album)		Moby releases album Play	Выход альбома Play группы Moby	https://ru.wikipedia.org/wiki/Play_(%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC_%D0%9C%D0%BE%D0%B1%D0%B8)
1999-05-23	https://en.wikipedia.org/wiki/Rosetta_(film)		Rosetta wins Palme d'Or at Cannes Film Festival	Фильм «Розетта» получает «Золотую пальмовую ветвь» Каннского фестиваля	https://ru.wikipedia.org/wiki/Розетта_(фильм)
1999-06-08	https://en.wikipedia.org/wiki/Californication_(album)		Red Hot Chili Peppers release album Californication	Выход альбома Californication группы Red Hot Chili Peppers	https://ru.wikipedia.org/wiki/Californication_(%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC)
1999-10-15	https://en.wikipedia.org/wiki/Fight_Club		Fight Club premieres	Премьера фильма «Бойцовский клуб»	https://ru.wikipedia.org/wiki/Бойцовский_клуб
1998-03-23	https://en.wikipedia.org/wiki/Titanic_(1997_film)		Titanic wins Academy Award for Best Picture	Фильм «Титаник» получает премию «Оскар» за лучший фильм	https://ru.wikipedia.org/wiki/Титаник_(фильм,_1997)
1998-05-24	https://en.wikipedia.org/wiki/Eternity_and_a_Day		Eternity and a Day wins Palme d'Or at Cannes Film Festival	Фильм «Вечность и один день» получает «Золотую пальмовую ветвь» Каннского фестиваля	https://ru.wikipedia.org/wiki/Вечность_и_один_день
1998-06-16	https://en.wikipedia.org/wiki/Sex_and_the_City		Sex and the City premieres	Премьера сериала «Секс в большом городе»	https://ru.wikipedia.org/wiki/Секс_в_большом_городе
1998-08-25	https://en.wikipedia.org/wiki/The_Miseducation_of_Lauryn_Hill		The Miseducation of Lauryn Hill released	Выход альбома The Miseducation of Lauryn Hill	https://ru.wikipedia.org/wiki/The_Miseducation_of_Lauryn_Hill
1998-08-28	https://en.wikipedia.org/wiki/Lock,_Stock_and_Two_Smoking_Barrels		Lock, Stock and Two Smoking Barrels premieres	Премьера фильма «Карты, деньги, два ствола»	https://ru.wikipedia.org/wiki/Карты,_деньги,_два_ствола
1998-07-24	https://en.wikipedia.org/wiki/Saving_Private_Ryan		Saving Private Ryan premieres	Премьера фильма «Спасти рядового Райана»	https://ru.wikipedia.org/wiki/Спасти_рядового_Райана
1999-12-10	https://en.wikipedia.org/wiki/The_Green_Mile_(film)		The Green Mile premieres	Премьера фильма «Зелёная миля»	https://ru.wikipedia.org/wiki/Зелёная_миля_(фильм)
1999-01-10	https://en.wikipedia.org/wiki/The_Sopranos		The Sopranos premieres	Премьера сериала «Клан Сопрано»	https://ru.wikipedia.org/wiki/Клан_Сопрано
2001-09-09	https://en.wikipedia.org/wiki/Band_of_Brothers		Band of Brothers premieres	Премьера сериала «Братья по оружию»	https://ru.wikipedia.org/wiki/Братья_по_оружию_(мини-сериал)
2002-06-02	https://en.wikipedia.org/wiki/The_Wire		The Wire premieres	Премьера сериала «Прослушка»	https://ru.wikipedia.org/wiki/Прослушка
2012-07-15	https://en.wikipedia.org/wiki/Gangnam_Style		Gangnam Style video released on YouTube	Выход клипа Gangnam Style на YouTube	https://ru.wikipedia.org/wiki/Gangnam_Style
1997-03-24	https://en.wikipedia.org/wiki/The_English_Patient_(film)		The English Patient wins Academy Award for Best Picture	Фильм «Английский пациент» получает премию «Оскар» за лучший фильм	https://ru.wikipedia.org/wiki/Английский_пациент_(фильм)
1997-05-18	https://en.wikipedia.org/wiki/Taste_of_Cherry		Taste of Cherry wins Palme d'Or at Cannes Film Festival	Фильм «Вкус вишни» получает «Золотую пальмовую ветвь» Каннского фестиваля	https://ru.wikipedia.org/wiki/Вкус_вишни
