date	en_url	image	en_title	ru_title	ru_url
1939-03-02	https://en.wikipedia.org/wiki/Stagecoach_(1939_film)		Premiere of the film "Stagecoach"	Премьера фильма «Дилижанс»	https://ru.wikipedia.org/wiki/%D0%94%D0%B8%D0%BB%D0%B8%D0%B6%D0%B0%D0%BD%D1%81_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
1939-04-14	https://en.wikipedia.org/wiki/The_Grapes_of_Wrath		Novel published: John Steinbeck — "The Grapes of Wrath"	Опубликован роман Джона Стейнбека «Гроздья гнева»	https://ru.wikipedia.org/wiki/Гроздья_гнева
1939-05-04	https://en.wikipedia.org/wiki/Finnegans_Wake		Novel published: James Joyce — "Finnegans Wake"	Опубликован роман Джеймса Джойса «Поминки по Финнегану»	https://ru.wikipedia.org/wiki/Поминки_по_Финнегану
1939-08-15	https://en.wikipedia.org/wiki/The_Wizard_of_Oz_(1939_film)		Premiere of the film "The Wizard of Oz"	Премьера фильма «Волшебник страны Оз»	https://ru.wikipedia.org/wiki/Волшебник_страны_Оз_(фильм,_1939)
1939-12-10	https://en.wikipedia.org/wiki/Frans_Eemil_Sillanp%C3%A4%C3%A4		Frans Eemil Sillanpää wins the Nobel Prize in Literature	Франс Ээмиль Силланпя получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BB%D0%BB%D0%B0%D0%BD%D0%BF%D1%8F%D1%8F,_%D0%A4%D1%80%D0%B0%D0%BD%D1%81_%D0%AD%D0%BC%D0%B8%D0%BB%D1%8C
1938-03-10	https://en.wikipedia.org/wiki/The_Life_of_Emile_Zola_(film)		The Life of Emile Zola wins Best Picture	Фильм «Жизнь Эмиля Золя» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Жизнь_Эмиля_Золя
1938-08-07	https://en.wikipedia.org/wiki/Konstantin_Stanislavski		Konstantin Stanislavski dies	Умер Константин Станиславский	https://ru.wikipedia.org/wiki/Станиславский,_Константин_Сергеевич
1938-11-26	https://en.wikipedia.org/wiki/Angels_with_Dirty_Faces		Premiere of the film "Angels with Dirty Faces"	Премьера фильма «Ангелы с грязными лицами»	https://ru.wikipedia.org/wiki/Ангелы_с_грязными_лицами
1938-12-10	https://en.wikipedia.org/wiki/Pearl_S._Buck		Pearl Buck wins the Nobel Prize in Literature	Перл Бак получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Бак,_Перл
1939-02-23	https://en.wikipedia.org/wiki/You_Can%27t_Take_It_with_You_(film)		You Can't Take It with You wins Best Picture	Фильм «С собой не унесёшь» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/С_собой_не_унесёшь_(фильм)
1937-03-04	https://en.wikipedia.org/wiki/The_Great_Ziegfeld		The Great Ziegfeld wins Best Picture	Фильм «Великий Зигфелд» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Великий_Зигфелд
1937-02-06	https://en.wikipedia.org/wiki/Of_Mice_and_Men		Novella published: John Steinbeck — "Of Mice and Men"	Опубликована повесть Джона Стейнбека «О мышах и людях»	https://ru.wikipedia.org/wiki/О_мышах_и_людях
1937-07-11	https://en.wikipedia.org/wiki/George_Gershwin		George Gershwin dies	Умер Джордж Гершвин	https://ru.wikipedia.org/wiki/Гершвин,_Джордж
1937-09-21	https://en.wikipedia.org/wiki/The_Hobbit		Novel published: J. R. R. Tolkien — "The Hobbit"	Опубликован роман Дж. Р. Р. Толкина «Хоббит, или Туда и обратно»	https://ru.wikipedia.org/wiki/Хоббит,_или_Туда_и_обратно
1937-12-10	https://en.wikipedia.org/wiki/Roger_Martin_du_Gard		Roger Martin du Gard wins the Nobel Prize in Literature	Роже Мартен дю Гар получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Мартен_дю_Гар,_Роже
1937-12-21	https://en.wikipedia.org/wiki/Snow_White_and_the_Seven_Dwarfs_(1937_film)		Premiere of the film "Snow White and the Seven Dwarfs"	Премьера фильма «Белоснежка и семь гномов»	https://ru.wikipedia.org/wiki/Белоснежка_и_семь_гномов_(мультфильм)
1936-01-18	https://en.wikipedia.org/wiki/Rudyard_Kipling		Rudyard Kipling dies	Умер Редьярд Киплинг	https://ru.wikipedia.org/wiki/Киплинг,_Редьярд
1936-02-05	https://en.wikipedia.org/wiki/Modern_Times_(film)		Premiere of the film "Modern Times"	Премьера фильма «Новые времена»	https://ru.wikipedia.org/wiki/%D0%9D%D0%BE%D0%B2%D1%8B%D0%B5_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B0_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
1936-03-05	https://en.wikipedia.org/wiki/Mutiny_on_the_Bounty_(1935_film)		Mutiny on the Bounty wins Best Picture	Фильм «Мятеж на „Баунти“» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/%D0%9C%D1%8F%D1%82%D0%B5%D0%B6_%D0%BD%D0%B0_%C2%AB%D0%91%D0%B0%D1%83%D0%BD%D1%82%D0%B8%C2%BB_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1935)
1936-06-18	https://en.wikipedia.org/wiki/Maxim_Gorky		Maxim Gorky dies	Умер Максим Горький	https://ru.wikipedia.org/wiki/Горький,_Максим
1936-06-30	https://en.wikipedia.org/wiki/Gone_with_the_Wind_(novel)		Novel published: Margaret Mitchell — "Gone with the Wind"	Опубликован роман Маргарет Митчелл «Унесённые ветром»	https://ru.wikipedia.org/wiki/Унесённые_ветром_(роман)
1936-08-19	https://en.wikipedia.org/wiki/Federico_Garc%C3%ADa_Lorca		Federico García Lorca is killed	Убит Федерико Гарсиа Лорка	https://ru.wikipedia.org/wiki/Гарсиа_Лорка,_Федерико
1936-10-26	https://en.wikipedia.org/wiki/Absalom,_Absalom!		Novel published: William Faulkner — "Absalom, Absalom!"	Опубликован роман Уильяма Фолкнера — «Авессалом, Авессалом!»	https://ru.wikipedia.org/wiki/Авессалом,_Авессалом!
1936-12-10	https://en.wikipedia.org/wiki/Eugene_O%27Neill		Eugene O'Neill wins the Nobel Prize in Literature	Юджин О’Нил получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/О’Нил,_Юджин
1935-02-27	https://en.wikipedia.org/wiki/It_Happened_One_Night		It Happened One Night wins Best Picture	Фильм «Это случилось однажды ночью» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Это_случилось_однажды_ночью
1935-04-19	https://en.wikipedia.org/wiki/Bride_of_Frankenstein		Premiere of the film "Bride of Frankenstein"	Премьера фильма «Невеста Франкенштейна»	https://ru.wikipedia.org/wiki/Невеста_Франкенштейна
1935-09-30	https://en.wikipedia.org/wiki/Porgy_and_Bess		Premiere of Gershwin’s opera Porgy and Bess	Премьера оперы Гершвина «Порги и Бесс»	https://ru.wikipedia.org/wiki/Порги_и_Бесс
1934-01-01	https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express		Novel published: Agatha Christie — "Murder on the Orient Express"	Опубликован роман Агаты Кристи «Убийство в „Восточном экспрессе“»	https://ru.wikipedia.org/wiki/Убийство_в_«Восточном_экспрессе»
1934-03-16	https://en.wikipedia.org/wiki/Cavalcade_(1933_film)		Cavalcade wins Best Picture	Фильм «Кавалькада» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Кавалькада_(фильм)
1934-04-12	https://en.wikipedia.org/wiki/Tender_Is_the_Night		Novel published: F. Scott Fitzgerald — "Tender Is the Night"	Опубликован роман Фрэнсиса Скотта Фицджеральда «Ночь нежна»	https://ru.wikipedia.org/wiki/Ночь_нежна
1934-10-01	https://en.wikipedia.org/wiki/Tropic_of_Cancer_(novel)		Novel published: Henry Miller — "Tropic of Cancer"	Опубликован роман Генри Миллера «Тропик Рака»	https://ru.wikipedia.org/wiki/Тропик_Рака_(роман)
1934-12-10	https://en.wikipedia.org/wiki/Luigi_Pirandello		Luigi Pirandello wins the Nobel Prize in Literature	Луиджи Пиранделло получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Пиранделло,_Луиджи
1933-01-31	https://en.wikipedia.org/wiki/John_Galsworthy		John Galsworthy dies	Умер Джон Голсуорси	https://ru.wikipedia.org/wiki/Голсуорси,_Джон
1933-03-02	https://en.wikipedia.org/wiki/King_Kong_(1933_film)		Premiere of the film "King Kong"	Премьера фильма «Кинг-Конг»	https://ru.wikipedia.org/wiki/Кинг-Конг_(фильм,_1933)
1933-12-10	https://en.wikipedia.org/wiki/Ivan_Bunin		Ivan Bunin wins the Nobel Prize in Literature	Иван Бунин получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Бунин,_Иван_Алексеевич
1932-11-18	https://en.wikipedia.org/wiki/Grand_Hotel_(1932_film)		Grand Hotel wins Best Picture	Фильм «Гранд-отель» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Гранд-отель_(фильм)
1932-12-10	https://en.wikipedia.org/wiki/John_Galsworthy		John Galsworthy wins the Nobel Prize in Literature	Джон Голсуорси получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Голсуорси,_Джон
1931-01-30	https://en.wikipedia.org/wiki/City_Lights		Premiere of the film "City Lights"	Премьера фильма «Огни большого города»	https://ru.wikipedia.org/wiki/Огни_большого_города
1931-02-12	https://en.wikipedia.org/wiki/Dracula_(1931_English-language_film)		Premiere of the film "Dracula"	Премьера фильма «Дракула»	https://ru.wikipedia.org/wiki/Дракула_(англоязычный_фильм,_1931)
1931-05-11	https://en.wikipedia.org/wiki/M_(1931_film)		Premiere of the film "M"	Премьера фильма «М»	https://ru.wikipedia.org/wiki/М_(фильм,_1931)
1931-11-10	https://en.wikipedia.org/wiki/Cimarron_(1931_film)		Cimarron wins Best Picture	Фильм «Симаррон» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/%D0%A1%D0%B8%D0%BC%D0%B0%D1%80%D1%80%D0%BE%D0%BD_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1931)
1931-12-10	https://en.wikipedia.org/wiki/Erik_Axel_Karlfeldt		Erik Axel Karlfeldt wins the Nobel Prize in Literature	Эрик Аксель Карлфельдт получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Карлфельдт,_Эрик_Аксель
1930-03-02	https://en.wikipedia.org/wiki/D._H._Lawrence		D. H. Lawrence dies	Умер Дэвид Герберт Лоуренс	https://ru.wikipedia.org/wiki/Лоуренс,_Дэвид_Герберт
1930-07-07	https://en.wikipedia.org/wiki/Arthur_Conan_Doyle		Arthur Conan Doyle dies	Умер Артур Конан Дойл	https://ru.wikipedia.org/wiki/Дойл,_Артур_Конан
1930-11-05	https://en.wikipedia.org/wiki/All_Quiet_on_the_Western_Front_(1930_film)		All Quiet on the Western Front wins Best Picture	Фильм «На Западном фронте без перемен» получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/На_Западном_фронте_без_перемен_(фильм,_1930)
