date	en_url	image	en_title	ru_title	ru_url
1898-07-01	https://en.wikipedia.org/wiki/The_War_of_the_Worlds		The War of the Worlds by H. G. Wells is published	Выходит роман Герберта Уэллса «Война миров»	https://ru.wikipedia.org/wiki/Война_миров
1898-03-08	https://en.wikipedia.org/wiki/Don_Quixote_(Strauss)		Premiere of Richard Strauss’s tone poem Don Quixote	Премьера симфонической поэмы Рихарда Штрауса «Дон Кихот»	https://ru.wikipedia.org/wiki/Дон_Кихот_(Штраус)
1898-07-01_2	https://en.wikipedia.org/wiki/K%C3%A4the_Kollwitz		Käthe Kollwitz’s cycle The Weavers is first exhibited publicly	Цикл Кете Кольвиц «Ткачи» впервые выставлен публично	https://ru.wikipedia.org/wiki/Кете_Кольвиц
1898-01-14	https://en.wikipedia.org/wiki/Lewis_Carroll		Death of Lewis Carroll	Умер Льюис Кэрролл	https://ru.wikipedia.org/wiki/Льюис_Кэрролл
1898-12-29	https://en.wikipedia.org/wiki/The_Seagull		Premiere of Chekhov’s play The Seagull at the Moscow Art Theatre	Премьера пьесы Чехова «Чайка» в Московском Художественном театре	https://ru.wikipedia.org/wiki/Чайка_(пьеса)
1899-12-15	https://en.wikipedia.org/wiki/Resurrection_(Tolstoy_novel)		Publication of Leo Tolstoy’s novel Resurrection	Публикация романа Льва Толстого «Воскресение»	https://ru.wikipedia.org/wiki/Воскресение_(роман)
1897-05-26	https://en.wikipedia.org/wiki/Dracula		Publication of Bram Stoker’s novel Dracula	Публикация романа Брэма Стокера «Дракула»	https://ru.wikipedia.org/wiki/Дракула
1897-12-28	https://en.wikipedia.org/wiki/Cyrano_de_Bergerac_(play)		Premiere of Rostand’s play Cyrano de Bergerac	Премьера пьесы Ростана «Сирано де Бержерак»	https://ru.wikipedia.org/wiki/Сирано_де_Бержерак_(пьеса)
1897-03-15	https://en.wikipedia.org/wiki/La_boh%C3%A8me		Premiere of Puccini’s opera La bohème at La Scala	Премьера оперы Пуччини «Богема» в Ла Скала	https://ru.wikipedia.org/wiki/Богема_(опера)
1897-04-03	https://en.wikipedia.org/wiki/Johannes_Brahms		Death of Johannes Brahms	Умер Иоганнес Брамс	https://ru.wikipedia.org/wiki/Брамс,_Иоганнес
1896-07-01	https://en.wikipedia.org/wiki/Quo_Vadis_(novel)		Publication of Henryk Sienkiewicz’s novel Quo Vadis	Публикация романа Генрика Сенкевича «Камо грядеши»	https://ru.wikipedia.org/wiki/Камо_грядеши_(роман)
1896-11-27	https://en.wikipedia.org/wiki/Also_sprach_Zarathustra		Premiere of Richard Strauss’s tone poem Also sprach Zarathustra	Премьера симфонической поэмы Рихарда Штрауса «Так говорил Заратустра»	https://ru.wikipedia.org/wiki/Так_говорил_Заратустра_(Штраус)
1896-02-11	https://en.wikipedia.org/wiki/Salome_(play)		Premiere of Wilde’s play Salomé	Премьера пьесы Уайльда «Саломея»	https://ru.wikipedia.org/wiki/Саломея_(пьеса)
1895-05-07	https://en.wikipedia.org/wiki/The_Time_Machine		Publication of H. G. Wells’s novel The Time Machine	Публикация романа Герберта Уэллса «Машина времени»	https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D1%88%D0%B8%D0%BD%D0%B0_%D0%B2%D1%80%D0%B5%D0%BC%D0%B5%D0%BD%D0%B8_(%D1%80%D0%BE%D0%BC%D0%B0%D0%BD)
1895-07-01	https://en.wikipedia.org/wiki/The_Gadfly		Publication of Ethel Lilian Voynich’s novel The Gadfly	Публикация романа Этель Лилиан Войнич «Овод»	https://ru.wikipedia.org/wiki/Овод_(роман)
1895-02-14	https://en.wikipedia.org/wiki/The_Importance_of_Being_Earnest		Premiere of Wilde’s play The Importance of Being Earnest	Премьера пьесы Уайльда «Как важно быть серьёзным»	https://ru.wikipedia.org/wiki/Как_важно_быть_серьёзным
1895-12-28	https://en.wikipedia.org/wiki/Auguste_and_Louis_Lumi%C3%A8re		The Lumière brothers hold their first public paid film screening	Братья Люмьер проводят первый публичный платный киносеанс	https://ru.wikipedia.org/wiki/Братья_Люмьер
1895-04-30	https://en.wikipedia.org/wiki/Venice_Biennale		Opening of the first Venice Biennale	Открытие первой Венецианской биеннале	https://ru.wikipedia.org/wiki/Венецианская_биеннале
1893-07-01	https://en.wikipedia.org/wiki/The_Scream		Munch paints The Scream	Мунк пишет «Крик»	https://ru.wikipedia.org/wiki/Крик_(картина)
1894-07-01	https://en.wikipedia.org/wiki/The_Jungle_Book		Publication of Rudyard Kipling’s The Jungle Book	Публикация книги Редьярда Киплинга «Книга джунглей»	https://ru.wikipedia.org/wiki/Книга_джунглей
