date	en_url	image	en_title	ru_title	ru_url	
1979-02-19	https://en.wikipedia.org/wiki/The_Deer_Hunter		The Deer Hunter wins Best Picture	Охотник на оленей получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Охотник_на_оленей
1979-05-24	https://en.wikipedia.org/wiki/Apocalypse_Now		Apocalypse Now wins Palme d'Or	Апокалипсис сегодня получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Апокалипсис_сегодня
1979-05-25	https://en.wikipedia.org/wiki/Alien_(film)		Alien premieres	Премьера фильма Чужой	https://ru.wikipedia.org/wiki/Чужой_(фильм,_1979)
1979-11-30	https://en.wikipedia.org/wiki/The_Wall		The Wall released by Pink Floyd	Альбом The Wall группы Pink Floyd	https://ru.wikipedia.org/wiki/The_Wall
1979-12-14	https://en.wikipedia.org/wiki/London_Calling		London Calling released by The Clash	Альбом London Calling группы The Clash	https://ru.wikipedia.org/wiki/London_Calling
1979-07-27	https://en.wikipedia.org/wiki/Highway_to_Hell		Highway to Hell released by AC/DC	Альбом Highway to Hell группы AC/DC	https://ru.wikipedia.org/wiki/Highway_to_Hell
1979-02-02	https://en.wikipedia.org/wiki/Sid_Vicious		Sid Vicious dies	Умер Сид Вишес	https://ru.wikipedia.org/wiki/Сид_Вишес
1979-10-17	https://en.wikipedia.org/wiki/Odysseas_Elytis		Odysseas Elytis awarded Nobel Prize in Literature	Одиссеас Элитис получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/%D0%AD%D0%BB%D0%B8%D1%82%D0%B8%D1%81,_%D0%9E%D0%B4%D0%B8%D1%81%D0%B5%D0%B0%D1%81
1979-05-25_2	https://en.wikipedia.org/wiki/Stalker_(1979_film)		Stalker premieres	Премьера фильма Сталкер	https://ru.wikipedia.org/wiki/%D0%A1%D1%82%D0%B0%D0%BB%D0%BA%D0%B5%D1%80_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC)
1978-04-03	https://en.wikipedia.org/wiki/Annie_Hall		Annie Hall wins Best Picture	Энни Холл получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Энни_Холл
1978-05-20	https://en.wikipedia.org/wiki/The_Tree_of_Wooden_Clogs		The Tree of Wooden Clogs wins Palme d'Or	Дерево для башмаков получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Дерево_для_башмаков
1978-06-23	https://en.wikipedia.org/wiki/Grease_(film)		Grease premieres	Премьера фильма Бриолин	https://ru.wikipedia.org/wiki/%D0%91%D1%80%D0%B8%D0%BE%D0%BB%D0%B8%D0%BD_(%D0%BC%D1%8E%D0%B7%D0%B8%D0%BA%D0%BB)
1978-12-08	https://en.wikipedia.org/wiki/Superman_(1978_film)		Superman premieres	Премьера фильма Супермен	https://ru.wikipedia.org/wiki/Супермен_(фильм,_1978)
1978-08-25	https://en.wikipedia.org/wiki/Parallel_Lines		Parallel Lines released by Blondie	Альбом Parallel Lines группы Blondie	https://ru.wikipedia.org/wiki/Parallel_Lines
1978-09-15	https://en.wikipedia.org/wiki/Van_Halen_(album)		Van Halen released by Van Halen	Альбом Van Halen группы Van Halen	https://ru.wikipedia.org/wiki/Van_Halen_(альбом)
1978-10-16	https://en.wikipedia.org/wiki/Isaac_Bashevis_Singer		Isaac Bashevis Singer awarded Nobel Prize in Literature	Исаак Башевис-Зингер получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Зингер,_Исаак_Башевис
1977-03-28	https://en.wikipedia.org/wiki/Rocky		Rocky wins Best Picture	Рокки получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Рокки
1977-05-21	https://en.wikipedia.org/wiki/Padre_Padrone		Padre Padrone wins Palme d'Or	Отец-хозяин получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Отец-хозяин
1977-05-25	https://en.wikipedia.org/wiki/Star_Wars_(film)		Star Wars premieres	Премьера фильма Звёздные войны	https://ru.wikipedia.org/wiki/Звёздные_войны_(фильм,_1977)
1977-11-16	https://en.wikipedia.org/wiki/Close_Encounters_of_the_Third_Kind		Close Encounters of the Third Kind premieres	Премьера фильма Близкие контакты третьей степени	https://ru.wikipedia.org/wiki/Близкие_контакты_третьей_степени
1977-08-16	https://en.wikipedia.org/wiki/Elvis_Presley		Elvis Presley dies	Умер Элвис Пресли	https://ru.wikipedia.org/wiki/Пресли,_Элвис
1977-02-04	https://en.wikipedia.org/wiki/Rumours_(album)		Rumours released by Fleetwood Mac	Альбом Rumours группы Fleetwood Mac	https://ru.wikipedia.org/wiki/Rumours
1977-04-08	https://en.wikipedia.org/wiki/The_Clash_(album)		The Clash released by The Clash	Альбом The Clash группы The Clash	https://ru.wikipedia.org/wiki/The_Clash_(альбом)
1977-10-28	https://en.wikipedia.org/wiki/Never_Mind_the_Bollocks,_Here%27s_the_Sex_Pistols		Never Mind the Bollocks released by Sex Pistols	Альбом Never Mind the Bollocks группы Sex Pistols	https://ru.wikipedia.org/wiki/Never_Mind_the_Bollocks,_Here’s_the_Sex_Pistols
1977-10-13	https://en.wikipedia.org/wiki/Vicente_Aleixandre		Vicente Aleixandre awarded Nobel Prize in Literature	Висенте Алейсандре получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Алейсандре,_Висенте
1976-03-29	https://en.wikipedia.org/wiki/One_Flew_Over_the_Cuckoo%27s_Nest_(film)		One Flew Over the Cuckoo's Nest wins Best Picture	Пролетая над гнездом кукушки получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Пролетая_над_гнездом_кукушки_(фильм)
1976-05-24	https://en.wikipedia.org/wiki/Taxi_Driver		Taxi Driver wins Palme d'Or	Таксист получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/%D0%A2%D0%B0%D0%BA%D1%81%D0%B8%D1%81%D1%82_(%D1%84%D0%B8%D0%BB%D1%8C%D0%BC,_1976)
1976-11-27	https://en.wikipedia.org/wiki/Network_(1976_film)		Network premieres	Премьера фильма Телесеть	https://ru.wikipedia.org/wiki/Телесеть
1976-12-08	https://en.wikipedia.org/wiki/Hotel_California_(album)		Hotel California released by Eagles	Альбом Hotel California группы Eagles	https://ru.wikipedia.org/wiki/Hotel_California
1976-12-01	https://en.wikipedia.org/wiki/Blondie_(album)		Blondie released by Blondie	Альбом Blondie группы Blondie	https://ru.wikipedia.org/wiki/Blondie_(альбом)
1976-10-13	https://en.wikipedia.org/wiki/Saul_Bellow		Saul Bellow awarded Nobel Prize in Literature	Сол Беллоу получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Беллоу,_Сол
1975-04-08	https://en.wikipedia.org/wiki/The_Godfather_Part_II		The Godfather Part II wins Best Picture	Крёстный отец 2 получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Крёстный_отец_2
1975-05-23	https://en.wikipedia.org/wiki/Chronicle_of_the_Years_of_Fire		Chronicle of the Years of Fire wins Palme d'Or	Хроника огненных лет получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Хроника_огненных_лет
1975-06-20	https://en.wikipedia.org/wiki/Jaws_(film)		Jaws premieres	Премьера фильма Челюсти	https://ru.wikipedia.org/wiki/Челюсти_(фильм)
1975-04-03	https://en.wikipedia.org/wiki/Monty_Python_and_the_Holy_Grail		Monty Python and the Holy Grail premieres	Премьера фильма Монти Пайтон и Священный Грааль	https://ru.wikipedia.org/wiki/Монти_Пайтон_и_Священный_Грааль
1975-01-20	https://en.wikipedia.org/wiki/Blood_on_the_Tracks		Blood on the Tracks released by Bob Dylan	Альбом Blood on the Tracks Боба Дилана	https://ru.wikipedia.org/wiki/Blood_on_the_Tracks
1975-09-12	https://en.wikipedia.org/wiki/Wish_You_Were_Here_(Pink_Floyd_album)		Wish You Were Here released by Pink Floyd	Альбом Wish You Were Here группы Pink Floyd	https://ru.wikipedia.org/wiki/Wish_You_Were_Here
1975-08-25	https://en.wikipedia.org/wiki/Born_to_Run		Born to Run released by Bruce Springsteen	Альбом Born to Run Брюса Спрингстина	https://ru.wikipedia.org/wiki/Born_to_Run
1975-11-21	https://en.wikipedia.org/wiki/A_Night_at_the_Opera_(Queen_album)		A Night at the Opera released by Queen	Альбом A Night at the Opera группы Queen	https://ru.wikipedia.org/wiki/A_Night_at_the_Opera
1975-10-23	https://en.wikipedia.org/wiki/Eugenio_Montale		Eugenio Montale awarded Nobel Prize in Literature	Эудженио Монтале получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Монтале,_Эудженио
1975-08-09	https://en.wikipedia.org/wiki/Dmitri_Shostakovich		Dmitri Shostakovich dies	Умер Дмитрий Шостакович	https://ru.wikipedia.org/wiki/Шостакович,_Дмитрий_Дмитриевич
1974-04-02	https://en.wikipedia.org/wiki/The_Sting		The Sting wins Best Picture	Афера получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Афера_(фильм,_1973)
1974-05-25	https://en.wikipedia.org/wiki/The_Conversation		The Conversation wins Palme d'Or	Разговор получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Разговор_(фильм)
1974-06-20	https://en.wikipedia.org/wiki/Chinatown_(1974_film)		Chinatown premieres	Премьера фильма Китайский квартал	https://ru.wikipedia.org/wiki/Китайский_квартал_(фильм)
1974-04-06	https://en.wikipedia.org/wiki/Waterloo_(song)		Waterloo wins Eurovision Song Contest	Waterloo побеждает на Евровидении	https://ru.wikipedia.org/wiki/Waterloo_(песня_ABBA)
1974-10-03	https://en.wikipedia.org/wiki/Eyvind_Johnson		Eyvind Johnson awarded Nobel Prize in Literature	Эйвинд Юнсон получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Юнсон,_Эйвинд
1974-10-03_2	https://en.wikipedia.org/wiki/Harry_Martinson		Harry Martinson awarded Nobel Prize in Literature	Харри Мартинсон получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Мартинсон,_Харри
1973-03-27	https://en.wikipedia.org/wiki/The_Godfather		The Godfather wins Best Picture	Крёстный отец получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Крёстный_отец
1973-12-26	https://en.wikipedia.org/wiki/The_Exorcist_(film)		The Exorcist premieres	Премьера фильма Изгоняющий дьявола	https://ru.wikipedia.org/wiki/Изгоняющий_дьявола
1973-08-19	https://en.wikipedia.org/wiki/Enter_the_Dragon		Enter the Dragon premieres	Премьера фильма Выход дракона	https://ru.wikipedia.org/wiki/Выход_дракона
1973-03-01	https://en.wikipedia.org/wiki/The_Dark_Side_of_the_Moon		The Dark Side of the Moon released by Pink Floyd	Альбом The Dark Side of the Moon группы Pink Floyd	https://ru.wikipedia.org/wiki/The_Dark_Side_of_the_Moon
1973-02-07	https://en.wikipedia.org/wiki/Raw_Power		Raw Power released by The Stooges	Альбом Raw Power группы The Stooges	https://ru.wikipedia.org/wiki/Raw_Power
1973-10-05	https://en.wikipedia.org/wiki/Goodbye_Yellow_Brick_Road		Goodbye Yellow Brick Road released by Elton John	Альбом Goodbye Yellow Brick Road Элтона Джона	https://ru.wikipedia.org/wiki/Goodbye_Yellow_Brick_Road
1973-10-11	https://en.wikipedia.org/wiki/Patrick_White		Patrick White awarded Nobel Prize in Literature	Патрик Уайт получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Уайт,_Патрик
1973-07-20	https://en.wikipedia.org/wiki/Bruce_Lee		Bruce Lee dies	Умер Брюс Ли	https://ru.wikipedia.org/wiki/Брюс_Ли
1972-04-10	https://en.wikipedia.org/wiki/The_French_Connection_(film)		The French Connection wins Best Picture	Французский связной получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Французский_связной_(фильм)
1972-05-26	https://en.wikipedia.org/wiki/The_Working_Class_Goes_to_Heaven		The Working Class Goes to Heaven wins Palme d'Or	Рабочий класс идёт в рай получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Рабочий_класс_идёт_в_рай
1972-10-14	https://en.wikipedia.org/wiki/Last_Tango_in_Paris		Last Tango in Paris premieres	Премьера фильма Последнее танго в Париже	https://ru.wikipedia.org/wiki/Последнее_танго_в_Париже
1972-06-16	https://en.wikipedia.org/wiki/The_Rise_and_Fall_of_Ziggy_Stardust_and_the_Spiders_from_Mars		The Rise and Fall of Ziggy Stardust and the Spiders from Mars released by David Bowie	Альбом The Rise and Fall of Ziggy Stardust группы Дэвида Боуи	https://ru.wikipedia.org/wiki/The_Rise_and_Fall_of_Ziggy_Stardust_and_the_Spiders_from_Mars
1972-11-08	https://en.wikipedia.org/wiki/Transformer_(Lou_Reed_album)		Transformer released by Lou Reed	Альбом Transformer Лу Рида	https://ru.wikipedia.org/wiki/Transformer_(альбом)
1972-10-06	https://en.wikipedia.org/wiki/Foxtrot_(album)		Foxtrot released by Genesis	Альбом Foxtrot группы Genesis	https://ru.wikipedia.org/wiki/Foxtrot
1972-10-18	https://en.wikipedia.org/wiki/Heinrich_B%C3%B6ll		Heinrich Böll awarded Nobel Prize in Literature	Генрих Бёлль получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Бёлль,_Генрих
1971-04-15	https://en.wikipedia.org/wiki/Patton_(film)		Patton wins Best Picture	Паттон получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Паттон_(фильм)
1971-05-21	https://en.wikipedia.org/wiki/The_Go-Between_(1971_film)		The Go-Between wins Palme d'Or	Посредник получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Посредник_(фильм)
1971-10-22	https://en.wikipedia.org/wiki/The_Last_Picture_Show		The Last Picture Show premieres	Премьера фильма Последний киносеанс	https://ru.wikipedia.org/wiki/Последний_киносеанс
1971-12-19	https://en.wikipedia.org/wiki/A_Clockwork_Orange_(film)		A Clockwork Orange premieres	Премьера фильма Заводной апельсин	https://ru.wikipedia.org/wiki/Заводной_апельсин_(фильм)
1971-12-23	https://en.wikipedia.org/wiki/Dirty_Harry		Dirty Harry premieres	Премьера фильма Грязный Гарри	https://ru.wikipedia.org/wiki/Грязный_Гарри_(фильм)
1971-08-02	https://en.wikipedia.org/wiki/Who%27s_Next		Who's Next released by The Who	Альбом Who's Next группы The Who	https://ru.wikipedia.org/wiki/Who%E2%80%99s_Next
1971-09-09	https://en.wikipedia.org/wiki/Imagine_(John_Lennon_album)		Imagine released by John Lennon	Альбом Imagine Джона Леннона	https://ru.wikipedia.org/wiki/Imagine_%28%D0%B0%D0%BB%D1%8C%D0%B1%D0%BE%D0%BC_%D0%94%D0%B6%D0%BE%D0%BD%D0%B0_%D0%9B%D0%B5%D0%BD%D0%BD%D0%BE%D0%BD%D0%B0%29
1971-11-08	https://en.wikipedia.org/wiki/Led_Zeppelin_IV		Led Zeppelin IV released by Led Zeppelin	Альбом Led Zeppelin IV группы Led Zeppelin	https://ru.wikipedia.org/wiki/Led_Zeppelin_IV
1971-12-17	https://en.wikipedia.org/wiki/Hunky_Dory		Hunky Dory released by David Bowie	Альбом Hunky Dory Дэвида Боуи	https://ru.wikipedia.org/wiki/Hunky_Dory
1971-10-21	https://en.wikipedia.org/wiki/Pablo_Neruda		Pablo Neruda awarded Nobel Prize in Literature	Пабло Неруда получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Неруда,_Пабло
1971-07-03	https://en.wikipedia.org/wiki/Jim_Morrison		Jim Morrison dies	Умер Джим Моррисон	https://ru.wikipedia.org/wiki/Моррисон,_Джим
1973-05-24	https://en.wikipedia.org/wiki/Scarecrow_(1973_film)		Scarecrow wins Palme d'Or	Пугало получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Пугало_(фильм,_1973)
1970-04-07	https://en.wikipedia.org/wiki/Midnight_Cowboy		Midnight Cowboy wins Best Picture	Полуночный ковбой получает Оскар за лучший фильм	https://ru.wikipedia.org/wiki/Полуночный_ковбой
1970-05-22	https://en.wikipedia.org/wiki/MASH_(film)		MASH wins Palme d'Or	Военно-полевой госпиталь получает Золотую пальмовую ветвь	https://ru.wikipedia.org/wiki/Военно-полевой_госпиталь
1970-12-16	https://en.wikipedia.org/wiki/Love_Story_(1970_film)		Love Story premieres	Премьера фильма История любви	https://ru.wikipedia.org/wiki/История_любви
1970-01-26	https://en.wikipedia.org/wiki/Bridge_over_Troubled_Water		Bridge over Troubled Water released by Simon & Garfunkel	Альбом Bridge over Troubled Water дуэта Simon & Garfunkel	https://ru.wikipedia.org/wiki/Bridge_over_Troubled_Water
1970-05-08	https://en.wikipedia.org/wiki/Let_It_Be_(album)		Let It Be released by The Beatles	Альбом Let It Be группы The Beatles	https://ru.wikipedia.org/wiki/Let_It_Be
1970-09-18	https://en.wikipedia.org/wiki/Paranoid_(album)		Paranoid released by Black Sabbath	Альбом Paranoid группы Black Sabbath	https://ru.wikipedia.org/wiki/Paranoid
1970-10-08	https://en.wikipedia.org/wiki/Aleksandr_Solzhenitsyn		Aleksandr Solzhenitsyn awarded Nobel Prize in Literature	Александр Солженицын получает Нобелевскую премию по литературе	https://ru.wikipedia.org/wiki/Солженицын,_Александр_Исаевич
1970-09-18_2	https://en.wikipedia.org/wiki/Jimi_Hendrix		Jimi Hendrix dies	Умер Джими Хендрикс	https://ru.wikipedia.org/wiki/Хендрикс,_Джими
1970-10-04	https://en.wikipedia.org/wiki/Janis_Joplin		Janis Joplin dies	Умерла Дженис Джоплин	https://ru.wikipedia.org/wiki/Джоплин,_Дженис
1971-07-15	https://en.wikipedia.org/wiki/Chronicle_in_Stone		Ismail Kadare publishes Chronicle in Stone	Опубликован роман Исмаиля Кадаре «Хроника в камне»	https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%B4%D0%B0%D1%80%D0%B5,_%D0%98%D1%81%D0%BC%D0%B0%D0%B8%D0%BB
1972-07-01	https://en.wikipedia.org/wiki/The_Summer_Book		Tove Jansson publishes The Summer Book	Опубликована книга Туве Янссон «Летняя книга»	https://ru.wikipedia.org/wiki/%D0%AF%D0%BD%D1%81%D1%81%D0%BE%D0%BD,_%D0%A2%D1%83%D0%B2%D0%B5
